"Task ID","Task Owner ID",Subject,"Due Date","Contact Name","Related To",Status,Priority,"Created By","Modified By","Created Time","Modified Time",Description,"Send Notification Email",Reminder,Repeat,Currency,"Exchange Rate","Closed Time",Layout
zcrm_1236681000001784028,zcrm_1236681000001758005,"3/31 Steve spk w/ Nathaniel. see above description. offered sponsor vendor for Palo Alto and summer ptown plus one other springe show as dlx vendor for 499 per show OR 1199/1099/999 if not sponsor.",2015-04-08,,zcrm_1236681000001756043,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-03-31 15:07:50","2015-04-08 11:32:27","Became unresponsive. Moved task to monthly.",false,"2015-05-08 09:00:00",,,,,
zcrm_1236681000001784037,zcrm_1236681000001758005,"3/31 lvm. see email notes.",2015-04-01,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-03-31 15:17:03","2015-03-31 15:17:03",,false,"2015-04-01 09:00:00",,,,,
zcrm_1236681000001784048,zcrm_1236681000001758005,"spk w/ Carol. she does not have bus. licence, handlers permit, retail lic or insurance. Steve explained necessity of these for her protection. She will work on getting. I am to call her back in one month.",2015-04-30,,zcrm_1236681000001756045,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-03-31 16:00:22","2015-03-31 16:00:22",,false,"2015-04-30 09:00:00",,,,,
zcrm_1236681000001784057,zcrm_1236681000001758005,"3/31 pk w/ Annie. Very Interested! Sent MK 699/499/399 with 299 1st time 1st show discount. Dublin",2015-04-06,,zcrm_1236681000001775011,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-03-31 16:41:51","2015-04-27 13:21:25",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001784066,zcrm_1236681000001758005,"LVM 3/31 CB 2 dys",2015-04-02,,zcrm_1236681000001756057,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-03-31 16:43:41","2015-04-13 11:36:11",,false,"2015-04-02 09:00:00",,,,,
zcrm_1236681000001788015,zcrm_1236681000000071001,"cb Ulises of Escenario Services (bartending) for dec on $699/599/499 Offer sent 3/31",2015-04-03,,zcrm_1236681000001756141,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-03-31 16:46:31","2015-03-31 16:46:31",,false,"2015-04-03 09:00:00",,,,,
zcrm_1236681000001791032,zcrm_1236681000001758005,"sk/w jennifer. 1 yr business in pleasanton. unique in US. 250-350 average customer ticket. spk w/ chef about sponsor poss. then send MK. CB 5/3",2015-04-03,,zcrm_1236681000001775067,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-01 10:50:46","2015-04-01 10:50:46",,false,"2015-04-03 09:00:00",,,,,
zcrm_1236681000001791043,zcrm_1236681000001758005,"4/1 lvm. cb 4/2",2015-04-06,,zcrm_1236681000001756149,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-01 11:00:23","2015-04-02 12:08:06",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001791048,zcrm_1236681000001758005,"4/1 sent media kit. 599/499/399 299 1st time 1 time vendor. if pv then 500 retail val prize. partner vendor interest. CB 4/2",2015-04-06,,zcrm_1236681000001775129,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-01 15:01:24","2015-06-01 15:25:46",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001791057,zcrm_1236681000001758005,"4/1 sent MK 599, 499, 399. $500 prize if PV. Interested in pv. cb 4/2 afternoon",2015-04-03,,zcrm_1236681000001775067,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-01 15:05:11","2015-04-02 12:37:53",,false,"2015-04-03 09:00:00",,,,,
zcrm_1236681000001795009,zcrm_1236681000001758005,"s/w Anthony. self emp. no store front. certified athlete and personal trainer. ave. ticket $65-85. has a lot of brides as clients. snt MK  699/599/499 1st time 1 time 499. cb 4/6. sig other is cosmatologist & int in hair fop fashion show. get best pricing",2015-04-13,,zcrm_1236681000001756057,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 11:05:32","2015-04-13 11:36:29",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001795080,zcrm_1236681000001758005,"sw Kandee. this is a gym with fitness pkgs. snt MK 899/799/699 1st time 499. cb 4/6",2015-04-13,,zcrm_1236681000001756149,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:18:10","2015-04-09 11:41:46",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001795125,zcrm_1236681000001758005,"stilllvm only",2015-04-06,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795127,zcrm_1236681000001758005,"stilllvm only",2015-04-13,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795129,zcrm_1236681000001758005,"stilllvm only",2015-04-20,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795131,zcrm_1236681000001758005,"stilllvm only",2015-04-27,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795133,zcrm_1236681000001758005,"stilllvm only",2015-05-04,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795135,zcrm_1236681000001758005,"stilllvm only",2015-05-11,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795137,zcrm_1236681000001758005,"stilllvm only",2015-05-18,,zcrm_1236681000001746007,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:44:22","2015-04-02 14:44:22",,false,,weekly*#1428303600000*#1432278000000*#2*#1*#1236681000001795124,,,,
zcrm_1236681000001795150,zcrm_1236681000001758005,"F.U. call to discuss her 1st Fair at SF",2015-04-02,,zcrm_1236681000000359337,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 14:51:15","2015-04-30 16:46:44",,false,"2015-04-03 09:00:00",,,,,
zcrm_1236681000001795161,zcrm_1236681000001758005,"4/2 LVM. SC",2015-04-03,,zcrm_1236681000001783099,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 16:57:51","2015-04-02 16:57:51",,false,"2015-04-03 09:00:00",,,,,
zcrm_1236681000001795174,zcrm_1236681000001758005,"sw Nadege. 599/499/399. 1st time 499. cb 10 days to get next season pv 3.",2015-04-13,,zcrm_1236681000001790001,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-02 17:25:57","2015-05-01 10:04:05",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001795189,zcrm_1236681000001758005,"399 pv. 599/499/399 std.",2015-04-06,,zcrm_1236681000000384480,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-03 10:07:34","2015-04-03 10:07:34",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001795213,zcrm_1236681000001758005,"sw Rachelle when trying to get Cake for 3/29 show. unavail for 3/29 but wants to do future shows",2015-04-03,,zcrm_1236681000001771047,Completed,High,zcrm_1236681000001758005,zcrm_1236681000003993013,"2015-04-03 10:22:38","2016-08-02 15:41:06",,false,"2015-04-06 09:00:00",,,,"2016-08-02 15:41:06",
zcrm_1236681000001795277,zcrm_1236681000001758005,"4/3 Out of town for the weekend. Wants to do both Ptowns and Palo Alto. CB Monday to go over contract details!",2015-04-06,,zcrm_1236681000001775067,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-03 12:43:26","2015-04-03 12:43:26",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001795311,zcrm_1236681000001758005,"sw Angela per steve 399/349/299 std. sent MK. cb 4/6. very interested.",2015-04-06,,zcrm_1236681000001794087,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-03 16:25:16","2015-05-28 14:34:16",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001796038,zcrm_1236681000001758005,"CB Richard about doing some summer/spring 2015 shows",2015-04-02,,zcrm_1236681000000314095,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-02 13:56:48","2015-10-27 13:12:37",,false,"2015-04-06 09:00:00",,,,,
zcrm_1236681000001796050,zcrm_1236681000001758005,"Offer SR at 449 for DLX",2015-05-01,,zcrm_1236681000001624077,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-02 17:10:39","2015-10-27 13:12:37",,false,"2015-09-11 09:00:00",,,,"2015-09-16 14:26:43",
zcrm_1236681000001799015,zcrm_1236681000000071001,"cb Britton Peck of domain Hotel for dec on Venue offer for PA sent 4/3",2015-04-09,,zcrm_1236681000001799006,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-04-03 14:04:11","2015-04-03 14:04:11",,false,"2015-04-09 09:00:00",,,,,
zcrm_1236681000001799026,zcrm_1236681000000071001,"cb Lisa Kan for dec on $599/499/399 mlm offer sent 4/2.4/10 lisa said she wants 2 or 3 shows but may go dlx. will send contract soon. 1stcb 4/22 lvm",2015-04-24,,zcrm_1236681000001739007,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-04-03 14:26:16","2015-04-22 11:16:03",,false,"2015-04-24 09:00:00",,,,,
zcrm_1236681000001799039,zcrm_1236681000000071001,"cb Janan from Oakhurst CC if not received contract by now",2015-04-13,,zcrm_1236681000001794073,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-04-03 15:12:47","2015-04-03 15:12:47",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001800020,zcrm_1236681000001758005,"LVM. If wants to part. in 4/19 show, need a call back/contract asap. Otherwise I will que to call every 2 weeks.",2015-04-20,,zcrm_1236681000001775011,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-06 11:43:19","2015-04-27 13:21:22",,false,"2015-04-20 09:00:00",,,,,
zcrm_1236681000001802027,zcrm_1236681000001758005,"See NOTES for details. sw marci briefly. bad day. will call back in a couple of days. task for 1 wk in case don't hear back.",2015-04-13,,zcrm_1236681000001783005,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-06 13:34:07","2015-04-30 14:15:04",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001802036,zcrm_1236681000001758005,"4/6 LVM and snt f-u email. contact asap if wanting to part. in 4/19 show. task set at 1 wk in case don't hear back.",2015-04-13,,zcrm_1236681000001756043,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-06 13:41:11","2015-04-06 13:41:11",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001802074,zcrm_1236681000001758005,"4/6 interested to do fairs. Not avail for ptown 4/19. sent mk. 699/599/499. 599 1st time 1 time. cb 1wk.",2015-04-06,,zcrm_1236681000000353206,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-06 15:17:08","2015-04-06 15:17:08",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001802109,zcrm_1236681000001758005,"LVM. snt MK per steve, 499/399/299. she can't do ptown 4/19 but would like to book 1 or more future shows.",2015-04-09,,zcrm_1236681000001746001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-06 16:39:21","2015-04-06 16:39:21",,false,"2015-04-09 09:00:00",,,,,
zcrm_1236681000001804052,zcrm_1236681000001758005,"LVM. Looking for FS for 4/19 and all other shows for the season. per steve, quote 399 if 3 team sponsor otherwise 899/799/699.",2015-04-08,,zcrm_1236681000001801007,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 11:12:32","2015-05-28 13:40:23",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001804061,zcrm_1236681000001758005,"Caterer inq thru site 4/6. LVM 4/7",2015-04-08,,zcrm_1236681000001794093,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 11:19:22","2015-05-07 11:59:56",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001804072,zcrm_1236681000001758005,"sw eric. wants to do 3 show partner vendor. wants PA, TI and concord. sending MK 799/699/599. need to go further into PV program.",2015-04-07,,zcrm_1236681000001794027,Completed,High,zcrm_1236681000001758005,zcrm_1236681000000071001,"2015-04-07 11:34:52","2016-09-20 11:04:29",,false,"2015-04-08 09:00:00",,,,"2016-09-20 11:04:29",
zcrm_1236681000001804134,zcrm_1236681000001758005,"LVM. New owner. see above notes. research new email. possible FS for concord? also 4/19. local cb 1",2015-04-08,,zcrm_1236681000000360528,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 14:23:24","2015-04-07 14:23:24",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001804161,zcrm_1236681000001758005,"sw manager Kathy. Karen is owner. sent her an email specifically about Pleasanton show.",2015-04-08,,zcrm_1236681000001804152,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 14:55:25","2015-04-07 14:55:25",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001804174,zcrm_1236681000001758005,"4/7  now a budget issue. wants to save for 7/26 show. cb 2 mo",2015-06-06,,zcrm_1236681000001775067,"Not Started",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 15:02:28","2015-04-07 15:02:28",,false,"2015-06-06 09:00:00",,,,,
zcrm_1236681000001804194,zcrm_1236681000001758005,"steve and I both LVM today. cb 4/8",2015-04-08,,zcrm_1236681000000384564,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 15:29:32","2015-05-08 12:33:47",,false,"2015-04-08 01:00:00",,,,,
zcrm_1236681000001804212,zcrm_1236681000001758005,"4/7 LVM detailed. focus on 4/19 show. Food Truck Frozen Custard business.",2015-04-08,,zcrm_1236681000001730005,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-07 16:56:40","2015-04-07 16:56:40",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001804229,zcrm_1236681000001758005,"LVM. call asap or I will put in que 1 mo when possibly more interested.task 1 mo. Cosmo friend. he is fitness. per steve, $399 each std if book 3 shows.",2015-05-08,,zcrm_1236681000001756057,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-08 10:21:14","2015-04-08 10:21:14",,false,"2015-05-08 09:00:00",,,,,
zcrm_1236681000001804265,zcrm_1236681000001758005,"Lead from Lashed by Chakay. trying to get as last minute FS hair for 4/19 ptown show. per steve, $299 std pleasanton show 1 time only pricing.",2015-04-09,,zcrm_1236681000001804260,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-08 12:15:30","2015-04-08 12:15:30",,false,"2015-04-09 09:00:00",,,,,
zcrm_1236681000001804274,zcrm_1236681000001758005,"steve's guy. 499 catering. has done a prev show. want for ptown 4/19",2015-04-09,,zcrm_1236681000000660001,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-08 12:31:10","2015-04-08 12:31:10",,false,"2015-04-09 09:00:00",,,,,
zcrm_1236681000001804295,zcrm_1236681000001758005,"sw. 399 1 or 2 shows. 299 if books 3 shows. sent mk. will call me tomorrow.",2015-04-09,,zcrm_1236681000001806027,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-08 14:12:08","2015-04-27 14:10:57",,false,"2015-04-09 14:00:00",,,,,
zcrm_1236681000001804425,zcrm_1236681000001758005,"sw owner lynne for ptown 4/19 lm crunch. can't do that show but interested in concord show. sent f-u email and tasked weekly.",2015-04-16,,zcrm_1236681000000361625,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-09 12:57:26","2015-04-09 12:57:26",,false,"2015-04-16 09:00:00",,,,,
zcrm_1236681000001804438,zcrm_1236681000001758005,"Paul/Pauls Rustic Pizza: LVM detailed BAWF and specifically the ptown 4/19 show. sent f-u email. cb task 1 day",2015-04-10,,zcrm_1236681000001707005,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-09 14:15:52","2015-04-09 15:50:17",,false,"2015-04-10 09:00:00",,,,,
zcrm_1236681000001804447,zcrm_1236681000001758005,"sw peter. not sure fairs are the direction they want to go. he is going to come to the concord show to check it out.sent email w/ all show dates. cb task weekly. call prior to shows as a reminder",2015-04-28,,zcrm_1236681000001624097,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-09 14:35:05","2015-04-09 14:35:05",,false,"2015-04-28 09:00:00",,,,,
zcrm_1236681000001804460,zcrm_1236681000001758005,"Tracy is the catering manager. Prev contact Robyn lft 8 yrs ago. Tracy is interested . sending MK to reflect radically reduced pricing for last minute 4/19/15 show @ 399 per chef. cb task1 day then 1 wk.",2015-04-10,,zcrm_1236681000000360484,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-09 14:48:39","2015-04-09 14:48:39",,false,"2015-04-10 09:00:00",,,,,
zcrm_1236681000001804475,zcrm_1236681000001758005,"sw paul. Wood stove pizza food truck: Very interested. poss. PV. find out venues w/ food truck poss. ptown 26 + 2 others. MK 599/499/399 std (no elec since truck outside) cb 1 day task",2015-04-10,,zcrm_1236681000001707005,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-09 15:50:04","2015-04-09 15:50:04",,false,"2015-04-10 09:00:00",,,,,
zcrm_1236681000001804490,zcrm_1236681000001758005,"Jill is the catering Manager. Mangia Mi. Danville. Liked us on FB so I contacted them. Interested. Send MK 699/599/499dlx. 399 last minute dlx for ptown 4/19/15",2015-04-10,,zcrm_1236681000001804481,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-09 16:35:01","2015-04-09 16:35:01",,false,"2015-04-10 09:00:00",,,,,
zcrm_1236681000001805027,zcrm_1236681000001758005,"CB Tyler Dentist hes been sick CB for Palo Alto",2015-09-10,,zcrm_1236681000001796058,"In Progress",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 13:46:41","2015-10-27 13:12:37",,false,"2015-09-11 09:30:00",,,,,
zcrm_1236681000001805046,zcrm_1236681000001758005,"CB Chris or Will for Video for Palo Alto show",2015-04-07,,zcrm_1236681000001739005,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 14:13:10","2015-10-27 13:12:37",,false,"2015-04-30 09:00:00",,,,,
zcrm_1236681000001805057,zcrm_1236681000001758005,"CB Vanessa and Kim Hair Sponsor",2015-04-09,,zcrm_1236681000001746019,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 14:24:05","2015-10-27 13:12:37",,false,"2015-04-09 09:00:00",,,,,
zcrm_1236681000001805084,zcrm_1236681000001758005,"CB Patricia Venue very interested in April 19th",2015-04-07,,zcrm_1236681000001794101,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 15:14:40","2015-10-27 13:12:37",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001805095,zcrm_1236681000001758005,"CB Loraine in Oct. 2015 to see where she is in her business.",2015-10-01,,zcrm_1236681000001775029,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 15:22:01","2015-10-27 13:12:37",,false,"2015-10-01 09:00:00",,,,,
zcrm_1236681000001805110,zcrm_1236681000001758005,"CB Nicole need Photography for April 19th 2 spots less",2015-10-12,,zcrm_1236681000001783011,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 15:28:24","2015-10-27 13:12:37",,false,"2015-10-12 09:00:00",,,,"2015-10-12 11:20:33",
zcrm_1236681000001805131,zcrm_1236681000001758005,"CB Svetslana For APril 19th Photo",2015-04-07,,zcrm_1236681000001775031,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 15:59:31","2015-10-27 13:12:37",,false,"2015-04-09 09:00:00",,,,,
zcrm_1236681000001805164,zcrm_1236681000001758005,"CB Taryn",2015-04-07,,zcrm_1236681000001801015,"Not Started",High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 16:43:43","2015-10-27 13:12:37",,false,"2015-04-08 09:00:00",,,,,
zcrm_1236681000001805175,zcrm_1236681000001758005,"CB Andi Planner for Ti Show",2015-10-14,,zcrm_1236681000001801005,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-07 17:06:14","2015-10-27 13:12:37",,false,"2015-10-14 09:00:00",,,,"2015-10-15 13:12:14",
zcrm_1236681000001807008,zcrm_1236681000000071001,"cb Keven Walters of Pangea Catering for dec on $699/599/499 offer sent 4/7",2015-04-13,,zcrm_1236681000001783015,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-04-07 12:02:45","2015-04-07 12:02:45",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001807019,zcrm_1236681000000071001,"cb Donna Yadron of Noland's cakes for dec on $399 Pleas Offer sent 4/7",2015-04-13,,zcrm_1236681000001756097,Completed,High,zcrm_1236681000000071001,zcrm_1236681000001758005,"2015-04-07 12:30:35","2016-03-07 13:56:28",,false,"2015-04-13 09:00:00",,,,"2016-03-07 13:56:28",
zcrm_1236681000001807034,zcrm_1236681000000071001,"fu Sabrina Newberry",2016-03-17,,zcrm_1236681000000368865,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000002641013,"2015-04-07 13:24:40","2016-03-16 12:32:36",,false,"2016-03-17 09:00:00",,,,,
zcrm_1236681000001807076,zcrm_1236681000000071001,"write proposal for Buca di Beppo Sponsorship",2015-04-14,,zcrm_1236681000001756005,"In Progress",High,zcrm_1236681000000071001,zcrm_1236681000000071001,"2015-04-09 16:17:18","2015-04-09 16:17:18",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001814006,zcrm_1236681000001758005,"sw owner Aaronette. has a catering event on 4/19 but is interested in other show. Concord & Pleasanton preferred or anything that comes up in east bay. MK 699/599/499dlx. cb task 3 days. Needs to break up payments for it to work for them.",2015-04-13,,zcrm_1236681000000385707,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-10 09:29:56","2015-04-10 09:29:56",,false,"2015-04-13 09:00:00",,,,,
zcrm_1236681000001814021,zcrm_1236681000001758005,"LVM detailed 4/19 show Catering and Hair LM disc. cb after 11am.",2015-04-10,,zcrm_1236681000001349003,Completed,High,zcrm_1236681000001758005,zcrm_1236681000000071001,"2015-04-10 09:56:40","2016-10-20 15:22:20",,false,"2015-04-10 11:00:00",,,,"2016-10-20 15:22:20",
zcrm_1236681000001814036,zcrm_1236681000001758005,"Mobile Pizza. sw owner James. sent MK for 4/19 show. lm pricing plus regular pricing. talking about PV spot. cb today then 1 wk task",2015-04-10,,zcrm_1236681000001814025,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-10 11:20:36","2015-04-10 11:20:36",,false,"2015-04-10 14:30:00",,,,,
zcrm_1236681000001818014,zcrm_1236681000001758005,"sw corina. sent MK 599/499/399std. She fells like she wants a Duluxe so I quoted that as well (699/599/499). cb task 4/14 then 1 wk. Direct Sales type organic weight loss cleanse.",2015-04-13,,zcrm_1236681000001806057,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-13 11:23:39","2015-04-13 11:23:39",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001818067,zcrm_1236681000001758005,"got from FB. Need email address and contact name",2015-04-13,,zcrm_1236681000001818058,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-13 12:11:37","2015-04-13 12:11:37",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001818112,zcrm_1236681000001758005,"sent email to introduce and thank for fb invite request. need phone number if contact is made.",2015-04-13,,zcrm_1236681000001818091,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-13 13:30:09","2015-04-13 13:30:09",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001818143,zcrm_1236681000001758005,"sw Chrissy. sent MK 599/499/399std. 1 time only at ptown 4/19 $299. tell her chefs candy banquet idea. cb tom then task 1 wk",2015-04-14,,zcrm_1236681000001818134,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-13 15:32:05","2015-04-13 15:32:05",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001818150,zcrm_1236681000001758005,"sw jessica. very interested! MK 499/399/299std + 299std for ptown only. cb 4/14. tlk w/ fiance to see if 4/19 works. PV",2015-04-14,,zcrm_1236681000001806051,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-13 15:58:55","2015-04-27 11:07:14",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001818161,zcrm_1236681000001758005,"LVM detailed. Int in two ptown shows. cb 4/14",2015-04-14,,zcrm_1236681000001813059,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-13 16:26:49","2015-05-07 12:06:41",,false,"2015-04-14 09:00:00",,,,,
zcrm_1236681000001822012,zcrm_1236681000001758005,"CB Ralph Photo booth for Grand Prize info if not received yet.",2015-09-22,,zcrm_1236681000001813013,Completed,High,zcrm_1236681000000230001,zcrm_1236681000000071001,"2015-04-14 10:42:50","2015-10-27 13:12:37",,false,"2015-09-22 11:30:00",,,,"2015-09-22 14:52:47",
zcrm_1236681000001823028,zcrm_1236681000001758005,"Wedding wire lead. LVM for LM caterer 4/19 show",2015-04-14,,zcrm_1236681000001823019,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-14 10:14:44","2015-04-27 13:09:03",,false,"2015-04-27 09:00:00",,,,,
zcrm_1236681000001823041,zcrm_1236681000001758005,"Wedding Wire Lead. sw Claudia. Interested in Fall shows.",2015-05-14,,zcrm_1236681000001823032,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-14 10:21:01","2015-04-14 10:21:01",,false,"2015-05-14 09:00:00",,,,,
zcrm_1236681000001823054,zcrm_1236681000001758005,"wedding wire lead. LVM LM 4/19 caterer needed. task weekly.",2015-04-14,,zcrm_1236681000001823045,"In Progress",High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-14 10:31:09","2015-04-14 10:31:37",,false,"2015-04-15 09:00:00",,,,,
zcrm_1236681000001823079,zcrm_1236681000001758005,"sw simi. considering 4/19 show at 299dlx w/ elec per steve. steve talked caterer specs with her. cb 4/15 a.m.",2015-04-14,,zcrm_1236681000001823019,Completed,High,zcrm_1236681000001758005,zcrm_1236681000001758005,"2015-04-14 12:52:18","2015-04-27 13:08:59",,false,"2015-04-15 09:00:00",,,,,
